Millis	AccelX	AccelY	AccelZ	GyroX	GyroY	GyroZ
0	-0.993	0.104	0.226	-1.61	1.89	2.94
19	-0.987	0.1	0.236	-1.82	3.01	2.1
44	-0.994	0.098	0.216	-1.96	4.34	1.26
63	-0.995	0.089	0.216	-1.54	5.11	0.7
83	-1.002	0.09	0.212	-1.12	5.04	0.21
102	-0.997	0.095	0.205	-0.21	5.39	-0.21
125	-0.996	0.084	0.203	-1.12	5.46	-0.21
145	-1.001	0.083	0.203	-1.33	5.67	0.49
169	-1.01	0.099	0.19	-2.59	5.39	0.49
189	-1.006	0.092	0.191	-2.52	4.9	0.21
207	-1.012	0.082	0.188	-2.24	3.92	0.07
224	-1.006	0.084	0.192	-1.75	4.13	0.21
248	-1.007	0.088	0.188	-2.17	3.92	0.21
269	-1.011	0.072	0.179	-1.19	3.64	0.56
287	-1.007	0.088	0.181	-0.49	3.22	0.84
307	-1.006	0.082	0.177	-0.14	2.73	0.63
327	-1.005	0.081	0.18	0.56	2.31	0.63
351	-1.005	0.083	0.18	1.19	2.31	0.49
368	-1.001	0.094	0.188	0.7	2.73	0.63
392	-1.004	0.089	0.173	0.14	2.8	0.28
412	-1.004	0.087	0.175	-0.35	3.08	0.35
431	-1.005	0.085	0.173	-0.49	3.36	0.63
456	-1.009	0.091	0.168	-0.84	2.94	0.7
476	-1.014	0.083	0.159	-1.19	2.1	0.49
495	-1.011	0.08	0.159	-0.84	1.26	0.42
514	-1.008	0.08	0.161	-0.28	0.77	0.56
539	-1.007	0.081	0.156	-0.35	0.07	0.77
559	-1.011	0.087	0.161	-0.63	-0.56	0.7
579	-1.011	0.081	0.156	-0.42	-1.12	0.49
599	-1.015	0.078	0.157	-0.21	-1.61	0.7
623	-1.005	0.084	0.162	-0.49	-1.61	0.91
642	-1.006	0.079	0.163	-0.42	-1.33	1.05
666	-1.012	0.084	0.156	-0.07	-1.89	1.05
686	-1.011	0.081	0.157	-0.28	-2.66	0.98
703	-1.009	0.083	0.159	-0.14	-2.94	0.98
722	-1.012	0.08	0.159	-0.28	-3.22	1.19
747	-1.013	0.083	0.158	-0.28	-3.85	1.05
766	-1.011	0.084	0.162	-0.42	-4.06	0.84
786	-1.007	0.086	0.16	-0.56	-4.13	0.84
806	-1.01	0.085	0.162	-0.42	-4.55	0.63
829	-1.007	0.082	0.163	0.0	-4.69	0.35
850	-1.006	0.081	0.163	-0.07	-4.76	0.49
870	-1.009	0.085	0.163	-0.35	-4.9	0.42
890	-1.006	0.076	0.167	0.14	-5.39	0.56
910	-1.008	0.081	0.167	0.21	-5.53	0.84
928	-1.011	0.081	0.166	-0.07	-5.81	0.77
947	-1.012	0.077	0.169	-0.14	-6.02	0.63
