Millis	AccelX	AccelY	AccelZ	GyroX	GyroY	GyroZ
0	-1.008	0.001	0.185	-0.98	-12.04	1.54
20	-0.982	0.0	0.159	-1.82	-11.27	2.24
45	-0.975	-0.007	0.174	-2.73	-9.94	0.98
65	-0.996	0.007	0.191	-3.22	-9.94	0.49
81	-1.016	0.016	0.201	-2.87	-10.01	0.7
104	-1.008	0.02	0.203	-2.17	-9.17	1.4
125	-0.995	0.01	0.204	-2.17	-8.96	1.4
149	-0.991	0.007	0.196	-1.61	-8.33	1.05
169	-1.004	0.017	0.193	-1.61	-9.17	1.05
189	-1.013	0.017	0.22	-3.57	-8.54	1.68
207	-1.003	0.01	0.209	-2.24	-8.89	1.26
229	-0.991	0.011	0.198	-1.05	-8.05	1.26
251	-0.988	0.002	0.192	-0.91	-5.95	0.7
272	-0.996	0.01	0.196	-0.84	-6.16	0.21
291	-0.998	0.011	0.193	-0.91	-6.51	-0.07
310	-0.997	0.019	0.194	-0.56	-5.46	0.14
329	-1.002	0.015	0.196	0.0	-4.76	0.7
348	-0.997	0.01	0.2	1.12	-5.25	0.84
371	-1.006	0.004	0.202	1.33	-4.76	0.49
391	-1.013	0.0	0.211	1.26	-6.23	-0.14
410	-1.022	0.01	0.211	2.17	-7.98	-0.98
436	-1.021	0.008	0.205	2.94	-10.57	-0.77
454	-1.021	0.01	0.21	3.64	-11.83	-1.4
475	-1.013	0.024	0.202	2.45	-14.35	-2.45
498	-1.029	0.037	0.218	2.66	-14.98	-2.52
518	-0.974	-0.003	0.21	2.8	-20.65	-3.57
538	-0.895	-0.009	0.188	1.47	-13.44	-6.65
562	-1.005	0.018	0.257	5.53	-14.7	-4.55
581	-0.997	0.026	0.221	3.22	-11.27	-4.41
600	-0.943	-0.002	0.298	0.42	-12.46	-4.83
624	-0.91	0.007	0.219	4.62	-13.51	-7.35
644	-0.954	0.054	0.254	-1.33	3.64	-2.66
663	-1.012	-0.006	0.348	1.19	2.31	-2.1
684	-1.029	-0.01	0.312	8.19	-0.21	-2.45
709	-0.98	0.012	0.27	7.84	0.07	-1.4
727	-0.965	0.003	0.249	6.51	3.99	-0.77
748	-0.975	0.001	0.269	4.76	6.93	-1.47
767	-0.973	0.009	0.269	3.57	8.54	-1.89
786	-0.992	0.012	0.279	4.48	5.32	-1.47
810	-0.977	0.018	0.257	4.69	8.05	-1.19
829	-0.992	0.013	0.268	4.2	8.82	-1.05
849	-0.996	0.023	0.256	5.18	9.59	-0.77
870	-1.002	0.022	0.248	4.06	9.59	-0.42
890	-0.996	0.008	0.255	2.8	10.01	-0.7
909	-1.007	0.006	0.271	3.01	9.94	-0.49
927	-0.996	0.006	0.265	3.64	8.61	-0.77
951	-0.985	0.016	0.245	2.8	7.91	-0.56
973	-0.976	0.018	0.216	1.33	6.86	-1.19
995	-0.969	0.022	0.229	-1.75	10.85	-1.68
1015	-1.015	0.038	0.277	-1.82	11.48	-1.4
1033	-1.023	0.025	0.277	-1.47	9.38	-0.77
