Millis	AccelX	AccelY	AccelZ	GyroX	GyroY	GyroZ
0	-0.999	-0.11	-0.083	0.42	-3.78	-0.84
21	-0.996	-0.109	-0.076	0.21	-3.64	-0.56
40	-0.996	-0.113	-0.08	0.21	-3.22	-0.56
59	-0.993	-0.111	-0.079	0.49	-3.29	-0.7
79	-1.0	-0.108	-0.079	0.7	-3.85	-0.98
103	-1.0	-0.102	-0.084	0.0	-3.99	-1.12
123	-1.002	-0.101	-0.083	-0.7	-4.48	-1.12
144	-0.991	-0.115	-0.078	-2.38	-4.48	-0.91
161	-0.99	-0.126	-0.069	-2.24	-3.92	-0.63
179	-0.996	-0.106	-0.079	0.84	-2.73	-0.07
203	-0.995	-0.112	-0.081	0.56	-3.22	-0.77
221	-0.994	-0.106	-0.081	0.56	-3.78	-0.91
245	-0.997	-0.101	-0.073	-17.92	-4.2	-1.33
265	-0.995	-0.107	-0.074	-0.91	-4.06	-1.47
289	-0.998	-0.119	-0.068	-0.91	-3.78	-1.33
309	-0.99	-0.114	-0.075	0.14	-2.66	-0.91
329	-0.996	-0.107	-0.077	1.33	-2.8	-0.91
348	-0.998	-0.108	-0.077	1.54	-3.22	-1.12
369	-0.998	-0.104	-0.073	0.63	-3.57	-1.26
389	-1.002	-0.102	-0.075	-0.49	-4.06	-1.4
409	-1.0	-0.107	-0.073	-0.84	-3.71	-1.75
429	-0.997	-0.112	-0.069	0.07	-3.15	-1.61
448	-0.997	-0.106	-0.072	0.84	-3.22	-1.75
472	-0.996	-0.105	-0.075	0.35	-2.94	-1.82
491	-1.0	-0.108	-0.073	-0.07	-3.36	-2.03
514	-0.995	-0.109	-0.071	-0.42	-3.15	-1.75
534	-0.996	-0.113	-0.07	0.14	-3.29	-1.75
553	-0.997	-0.103	-0.073	-0.42	-3.5	-1.89
578	-0.996	-0.116	-0.067	-0.35	-3.15	-1.89
594	-1.0	-0.104	-0.073	0.0	-2.8	-2.17
618	-0.997	-0.106	-0.074	0.56	-2.87	-2.17
638	-0.996	-0.113	-0.074	0.21	-2.87	-1.82
658	-0.994	-0.107	-0.07	-0.07	-2.8	-1.89
