time,right ankle,left ankle,right knee,left knee,right hip,left hip,right shoulder,left shoulder,right elbow,left elbow,right foot,left foot,right shank,left shank,right thigh,left thigh,pelvis,trunk,shoulders,head,right arm,left arm,right forearm,left forearm
0.0,0.986034279778518,0.5562299302436184,0.6569551178427159,0.7336947775469469,0.6473178628704408,0.05927057602745123,0.9805608728090796,0.7637851830673971,0.18935258516753695,0.34771006505522617,0.7187687285650389,0.28769823588740095,0.07379638929271348,0.17087623113749062,0.8791564427537489,0.7156784445206594,0.5488256207586198,0.770157196698316,0.34266740032828824,0.17917453861857136,0.06093220838524904,0.660152147530703,0.03349283529683422,0.5424923000501454
1.0,0.8173906473158473,0.8641838395725173,0.2466793560435444,0.8607734088585923,0.4567360286469575,0.6769090972055699,0.4940537060146233,0.683922143804463,0.8294347388919997,0.5040090419984598,0.47386811892322156,0.42816602751310473,0.4569435571561665,0.820297452985945,0.2535719374970705,0.3611784482544368,0.5023428102981828,0.8239277951668872,0.7100798412256238,0.8982779216757453,0.9599380808645152,0.9410087632008636,0.8250051854762435,0.6408661770220215
2.0,0.18058092006994286,0.21286004489479482,0.49059289383106086,0.6938366598388004,0.08355537064632879,0.7909565358391093,0.8501388375663542,0.8666921762558455,0.9634743552113676,0.849004853440573,0.8218723841002609,0.8935433601009778,0.4843420533788706,0.4135642355304211,0.5887852638978752,0.41381864987881045,0.16751522803025998,0.4821891035873308,0.867590987397575,0.28271621969819405,0.5778091992813842,0.43450342429330235,0.5598948694910528,0.006826250672642642
3.0,0.12983387287415626,0.9826476310256766,0.21273815771195126,0.8543928697965466,0.7058194435618741,0.5245222442671149,0.7521586763831807,0.7955224080935637,0.5065714880106877,0.5776228497278865,0.47956124694393787,0.6229519007688137,0.46847176738161733,0.4349899169260606,0.4572097963173172,0.8802403661690048,0.9459139611494174,0.7043767178025551,0.8875069807674993,0.9974831152087631,0.03835337138631578,0.5779426839313088,0.32479233095369975,0.5350243865966934
4.0,0.5464195321552591,0.9748528602121437,0.13825555588483862,0.6865236996187007,0.5159488319682025,0.39735594913349426,0.6923914409999762,0.368462660856434,0.7080463490365771,0.6590798330295077,0.5357639209397744,0.572047269748643,0.12341674037584938,0.8210798153778728,0.3134035212055619,0.33898733783015655,0.5735945264876302,0.36017520095924116,0.29639224179199475,0.0032069043453805124,0.9848894259924661,0.5693671925937113,0.5187034000281061,0.41167669100913473
5.0,0.46753328156078555,0.4473506805074293,0.11516105233854435,0.1500567690942911,0.8715031028024379,0.05206213780010105,0.4443178850851657,0.5035892597821144,0.7582037342293544,0.37691240309940677,0.9177724147807024,0.557841145439955,0.8985202550788046,0.9489965889630374,0.9549761324898983,0.4771265951156137,0.32806772062045786,0.08114835711709523,0.7008318580516194,0.8863101472785786,0.23019558386101457,0.451515592214905,0.3556966829306578,0.07967528506364907
6.0,0.15071116241644555,0.021407083036149688,0.43029695751828,0.6627325920544106,0.30150757631154623,0.3222537492717382,0.698923752866177,0.6964657272183736,0.571143651635125,0.2477653625996591,0.9885069981555471,0.24776414513614942,0.7188017924412196,0.05370439638186297,0.5044057140586944,0.6363130775888184,0.39892488383376057,0.40691211929821214,0.12820267743099145,0.881579367049135,0.60217363446702,0.9929507918346693,0.24831071186597042,0.8407361685748668
7.0,0.12765632924047732,0.5798125051395441,0.2629750870532537,0.8522963468166007,0.6339828885093021,0.7050862378774188,0.9000063514676282,0.6610298580138672,0.20120100349132541,0.5869823039342512,0.0008785967488476043,0.8085842219534692,0.0982466178470498,0.5115388472057304,0.590234925829019,0.8782406550196404,0.13835312730672755,0.2425811822006918,0.759085224862022,0.9767381535220919,0.8629901866694715,0.6545937179129552,0.034125606903242844,0.9352304379954157
8.0,0.6256187593421099,0.5302851083065506,0.025584812169562876,0.2141406464303286,0.5132892208838846,0.16963108738691224,0.7665359561886668,0.314165446518455,0.4557918557596097,0.1815929680175875,0.22996604378454366,0.92868356852126,0.2172431679343496,0.4495720029755895,0.6103348246252454,0.20163951840165562,0.9747387667254662,0.6973693341185522,0.7781683096610054,0.26129877505020327,0.9586528797490241,0.953173111146855,0.9725714095695553,0.845696204044899
9.0,0.48308440555776977,0.7131681657059751,0.48902641617394726,0.10753958662769847,0.7188542442693489,0.14613669456721645,0.0030984610590125694,0.5015876036835009,0.06301228460270514,0.5932965072879405,0.20736528526286746,0.8351924801862545,0.9982547023423636,0.4736240539324861,0.22399291403163735,0.3078866872011704,0.13062989639523004,0.7619446805200523,0.8031235361976959,0.7340644488479318,0.12201754237570284,0.5155378708353674,0.8650362482616659,0.18579254973132242
10.0,0.6143076726260673,0.8190778006456308,0.4671513857971591,0.014928691477522404,0.017455182466529995,0.9133204418127113,0.5950717401712847,0.15203597027383553,0.46108029060706834,0.33144995224793805,0.43514489197688977,0.6153835626090354,0.26341611674874243,0.09663401052206988,0.8940569569727831,0.7132651492548546,0.11615354435392333,0.9371767262789078,0.6625880072016015,0.47450002483971954,0.3501475714409673,0.17364270697028827,0.4704651609018099,0.10266992177562095
11.0,0.40569544436386884,0.5041110929172696,0.4097190094424825,0.14435026952158247,0.011430897792269135,0.5477203161335632,0.7048279271120677,0.603914092194226,0.20532062557213526,0.46747340521928415,0.3901486705918238,0.9009690783823678,0.37284330746768846,0.41942846821088586,0.5644406538882705,0.6625118758164341,0.6133421908974235,0.5302133849575333,0.044963255072806296,0.5340071039295364,0.5352292373569385,0.055384415821914224,0.9361899293003431,0.4746648829336083
12.0,0.9801175610292916,0.3848407377614952,0.4869613692650401,0.9668320331731057,0.4105214200672428,0.9197053582404999,0.5641738773284278,0.0657489408907781,0.28678184457627787,0.34512242398706405,0.35274490501215394,0.29277152632204284,0.7121378687764309,0.15389919842571476,0.20481643508468583,0.6777868547943081,0.2709383852628213,0.7394930588549329,0.912321640848461,0.7003720517418996,0.6940242796494412,0.7207176514936149,0.7832482331355526,0.29439631287432333
13.0,0.42909195307835535,0.4530797580879645,0.44942128403940185,0.2941963489160564,0.9772333251710777,0.6176232044008102,0.31186689857335725,0.24820745503342023,0.11837244419915893,0.5986590636885376,0.167684846387966,0.5114956016569887,0.9229771616108874,0.9601961546200934,0.9979622669223172,0.5804588135011209,0.9525035744969778,0.28481331275185495,0.7875878677733843,0.7825235288722214,0.22283702157447793,0.7013616507549436,0.42134227643758326,0.9696382461266592
14.0,0.9137239186284468,0.25408760631306604,0.786240835468369,0.6387044559441934,0.8405943476179971,0.19997795484886793,0.16600861211030604,0.5935068830548446,0.31855167093563785,0.6774834381680382,0.4252120522290199,0.390093802382383,0.7555775692486604,0.21126690203644038,0.3744934912812101,0.9342040577831231,0.7724357710360694,0.18437770582144575,0.3365645730417266,0.11572402943392746,0.5292894483573731,0.9551934893634807,0.5990081320341301,0.34969414003116783
15.0,0.659461281062379,0.8799157994126796,0.6957686919297563,0.5648816590621488,0.7772004493285533,0.16665079017119777,0.3406105187663928,0.6679961651487167,0.25864659315844407,0.6084960197433947,0.08723396577805242,0.6802002216662443,0.5736733051718449,0.3404141778878269,0.28103482537423163,0.8879711456969397,0.8051394051196065,0.13948846940870352,0.23846230904429877,0.01369854649106983,0.8081944472606549,0.252002071940997,0.44709636707109923,0.32347866992615915
16.0,0.29703215741942846,0.8033052573629417,0.924987145040838,0.9846280895599879,0.7279564744989389,0.8095439474419569,0.5395935615280713,0.42692103968809725,0.012049011997070758,0.8781861019103241,0.023731761929360218,0.8717942579510397,0.39868771088469135,0.4013552329765785,0.8299076152503195,0.6575995558876118,0.6643906947358086,0.45725174950275127,0.1619518455458021,0.3912693338347195,0.293661028390105,0.5842524828617516,0.9227146021511907,0.9334047132926848
17.0,0.0776579096767177,0.11759314398320808,0.4745376258156725,0.7844885992129984,0.5425508452651938,0.1334795425332772,0.856810044121254,0.7719829142967515,0.786792366595814,0.2036490609877054,0.9154243103992976,0.7976867435462305,0.5483831509490433,0.9383716160514325,0.3002854832087899,0.6094725003530247,0.38538323937215113,0.47582261592816766,0.5989164443029152,0.016568039420768232,0.8157086143508769,0.3927151636069831,0.21585862776063636,0.4014535539202011
18.0,0.5923287419971749,0.2416836441611826,0.319884353151454,0.6904534468268994,0.023601389427354347,0.772519398957586,0.13433055548459338,0.7984042329840829,0.11897564065110877,0.917486726216601,0.7013080299387273,0.7093288870402533,0.9361241715618246,0.0012737129385044232,0.769643771994488,0.03869086018739143,0.5910187419212155,0.08256679844341042,0.23386017270242943,0.4265428653687843,0.14247013116929108,0.5263229969331255,0.46303677153878675,0.42973250800225327
19.0,0.9296571409928853,0.15715210280961156,0.17831375929994941,0.21836873888264752,0.9047883430401252,0.3312572308697318,0.8458440879947693,0.7635856634480833,0.3552042297284256,0.6784924718204883,0.03814938927923617,0.8773478516236927,0.5713507271274745,0.7621620450444572,0.03294476870509877,0.6683082696705163,0.6272827646277971,0.9505335472739764,0.43115460975058795,0.451370963741061,0.7535714127587425,0.0810604178001414,0.9770558439417176,0.021520290742099824
20.0,0.07003638537344481,0.3389025307259058,0.8544292594752313,0.859144735371796,0.3399864764128414,0.8746376624543702,0.8262835800263327,0.3784166884544127,0.2199551113275543,0.8113284167399318,0.8895314940091787,0.176266676089324,0.02310967810058251,0.4903271391607996,0.3515055413295157,0.09146674374248309,0.6788229165030956,0.44086741113740435,0.06850196185833712,0.8419661467593356,0.41302079692462745,0.5860042068367056,0.32085205651559645,0.18788656970244544
