time,right ankle,left ankle,right knee,left knee,right hip,left hip,right shoulder,left shoulder,right elbow,left elbow,right foot,left foot,right shank,left shank,right thigh,left thigh,pelvis,trunk,shoulders,head,right arm,left arm,right forearm,left forearm
0.0,-71.78481358051823,-82.70766890130093,3.890258758559645,-2.3221434539517256,4.969751966081008,-6.741659908433266,7.525110280356816,-8.626288360233751,3.3131160597914584,1.1559529797933736,-67.66033198059009,-84.08219696337574,-85.87551840007183,-91.37452806207472,-81.98525964151216,-93.69667151602643,4.318194674754735,93.04522122914479,4.8604022586110975,89.86510651616011,-79.42990132723632,-95.58129996782695,-76.11678526744487,-94.42534698803352
0.02,-73.6132610143345,-83.82469992100746,3.026277105781981,-2.0576297145474896,5.201174207953447,-4.920919944534996,8.359625192645948,-6.568152423223816,1.7060993613450828,1.23391963697697,-68.8180177996954,-84.06764403852739,-85.20475678536089,-90.24294411751984,-82.17847967957887,-92.30057383206731,4.317794647334422,93.46986350908394,4.934969230375007,89.31697959839619,-79.02002869488635,-93.94780631075616,-77.31392933354127,-92.71388667377916
0.04,-74.98322015760793,-83.91375230326328,2.411985525036817,-2.148731561232032,5.37798230999876,-4.314645491077775,8.988211430804608,-5.997359205030486,0.4942324373856107,1.4191481099553755,-69.68595693474522,-83.74839979520829,-84.70273677713725,-89.83464749194493,-82.29075125210042,-91.98337905317693,4.320200717191902,93.75894318365079,4.903408645374686,88.94463537278602,-78.68052213129455,-93.66609276712968,-78.18628969390896,-92.24694465717428
0.06,-75.80673140894308,-83.1050662544733,2.1586285046619422,-2.490730147061451,5.4858947028516365,-4.826940840188128,9.336853783937853,-6.742831696184705,-0.15240255713123294,1.6080650632900038,-70.26347418597419,-83.22528592282079,-84.45674277703104,-90.12021966834742,-82.2981142723691,-92.61094981540884,4.327825219713903,93.87421859677234,4.80338372816634,88.8687468392649,-78.44715519128287,-94.52684067140544,-78.59955774841413,-92.91877560811542
0.08,-76.24058606247074,-82.32667299664976,2.1838005388930384,-2.7776684356869197,5.538144778616841,-5.583206526902068,9.47025480269474,-7.681199156184917,-0.3246481409149599,1.6371936878461892,-70.67258168063067,-82.91855094574865,-84.43199561815985,-90.5918779490988,-82.24819507926685,-93.36954638478574,4.341633287397942,93.87654947943527,4.744627829950851,89.05547250476876,-78.31608505518892,-95.46753901406858,-78.6407331961039,-93.83034532622239
0.1,-76.37406903653253,-82.2747781786727,2.318231519708985,-2.853490248728145,5.545967713975491,-5.922230403613045,9.455801632548111,-8.033402549558478,-0.18374956867379763,1.5081265577170124,-70.90581527291174,-83.10300076420334,-84.53174623637912,-90.82822258553054,-82.21351471667018,-93.68171283425869,4.359766012403801,93.84969205219724,4.773541590204497,89.33569798818895,-78.30368079809753,-95.79288498020412,-78.48743036677133,-94.28475842248709
0.12,-76.19151854415286,-83.02377873271324,2.4782859041047716,-2.7002318647051307,5.5182943506339965,-5.590997634419097,9.28776422502612,-7.5657503198400144,0.1871768239836899,1.356833224242056,-70.88861145561125,-83.65164586041486,-84.69709291145831,-90.62786712770149,-82.21880700735355,-93.32809899240664,4.376828078877149,93.82731097953915,4.874844060378594,89.55852318754474,-78.44933713296142,-95.30285167782756,-78.26216030897773,-93.94601845358548
0.14,-75.77124368823196,-84.24906321262986,2.6582778506961535,-2.364809548440087,5.470703675350733,-4.6567543472376025,8.999886804256386,-6.380957709301841,0.6582918588440948,1.2596065652848485,-70.66304044904058,-84.2452305968906,-84.89179676080853,-89.9961673842606,-82.23351891011238,-92.3609769327007,4.385239648507657,93.79443220701474,5.038503507882874,89.67951573601997,-78.70433578120672,-94.08518029476497,-78.04604392236261,-92.82557372948008
0.16,-75.34615329217311,-85.38155831829087,2.788730659097494,-1.997183579282559,5.414860545499293,-3.574513660758062,8.746911655188251,-5.0158827799996,0.9484596196222839,1.1843283621243266,-70.37289887959132,-84.6117638735864,-85.02674558741813,-89.2302055552954,-82.23801492832064,-91.22738913457798,4.380251966891987,93.74308509537157,5.237499044342648,89.72420344090162,-78.90596381863168,-92.66875825381955,-77.95750419900939,-91.48442989169519
0.18,-75.08543148803385,-85.68807284958989,2.773578578486317,-1.8416571840455933,5.343911714188278,-3.1073934930544582,8.665376701219222,-4.44086644962546,0.8713005704699243,1.1369909016360848,-70.11373176841295,-84.55244257467984,-85.02830028037904,-88.86436972508982,-82.25472170189273,-90.70602690913545,4.365658298082757,93.68884303763264,5.378181122538229,89.7249589471851,-78.93325671486177,-92.03949986570647,-78.06195614439186,-90.90250896407035
