Millis	AccelX	AccelY	AccelZ	GyroX	GyroY	GyroZ
0	-0.797	-0.447	-0.423	-7.35	2.17	-0.14
19	-0.792	-0.451	-0.419	-6.3	2.17	-0.28
43	-0.797	-0.45	-0.427	-4.13	2.73	-0.07
63	-0.807	-0.43	-0.433	-3.99	1.89	-0.42
82	-0.807	-0.418	-0.436	-6.58	0.84	-1.75
101	-0.811	-0.413	-0.448	-9.73	-0.14	-3.36
124	-0.813	-0.424	-0.456	-9.24	-0.14	-3.5
145	-0.806	-0.421	-0.46	-7.14	0.98	-2.87
165	-0.813	-0.418	-0.466	-8.05	-0.21	-3.71
184	-0.813	-0.426	-0.473	-4.69	-0.98	-2.52
209	-0.801	-0.414	-0.438	-10.08	-0.35	-3.78
228	-0.796	-0.424	-0.445	-12.32	-3.08	-2.17
245	-0.792	-0.424	-0.451	-12.95	-1.96	-2.66
264	-0.793	-0.432	-0.461	-14.63	-2.8	-3.43
289	-0.802	-0.436	-0.464	-13.3	-2.94	-4.62
309	-0.809	-0.447	-0.451	-4.41	1.05	-2.59
333	-0.805	-0.432	-0.466	-6.16	-1.4	-5.88
351	-0.813	-0.456	-0.464	-2.94	-1.68	-4.55
371	-0.79	-0.426	-0.456	-0.21	0.28	-5.11
391	-0.802	-0.393	-0.462	-4.97	-1.47	-5.74
414	-0.806	-0.411	-0.472	-5.39	-4.13	-4.83
435	-0.783	-0.417	-0.464	-0.21	-4.9	-3.57
459	-0.776	-0.408	-0.464	0.7	-4.13	-1.96
478	-0.793	-0.402	-0.474	1.75	-4.13	0.0
495	-0.8	-0.399	-0.473	3.15	-4.69	1.12
518	-0.803	-0.392	-0.481	1.68	-6.02	0.91
535	-0.804	-0.403	-0.477	-0.42	-7.35	0.7
559	-0.806	-0.407	-0.48	-0.84	-7.84	0.56
578	-0.801	-0.418	-0.476	-0.28	-7.56	-0.56
599	-0.795	-0.447	-0.457	0.49	-7.49	-2.1
619	-0.796	-0.439	-0.448	1.96	-6.58	-1.96
639	-0.796	-0.436	-0.448	0.28	-6.72	-3.99
657	-0.799	-0.442	-0.446	0.35	-6.93	-4.41
681	-0.804	-0.465	-0.445	2.66	-5.67	-3.01
701	-0.802	-0.451	-0.445	6.09	-3.43	-2.59
721	-0.795	-0.425	-0.449	6.93	-2.17	-3.08
737	-0.795	-0.415	-0.452	5.25	-3.08	-2.59
758	-0.794	-0.407	-0.441	4.27	-5.04	-2.94
778	-0.804	-0.411	-0.457	4.9	-5.46	-2.87
797	-0.797	-0.401	-0.447	5.32	-5.95	-2.52
822	-0.792	-0.395	-0.446	3.99	-7.07	-2.66
842	-0.797	-0.401	-0.444	1.89	-7.35	-2.31
862	-0.803	-0.412	-0.45	1.96	-7.77	-2.03
881	-0.795	-0.419	-0.447	2.38	-7.7	-1.68
902	-0.791	-0.421	-0.444	3.36	-7.63	-0.84
922	-0.796	-0.42	-0.447	2.87	-6.58	-1.19
941	-0.794	-0.427	-0.441	2.38	-6.86	-1.75
960	-0.786	-0.423	-0.436	0.91	-6.93	-2.17
980	-0.797	-0.445	-0.437	0.98	-7.56	-3.92
1005	-0.784	-0.447	-0.438	1.61	-5.88	-3.15
1025	-0.783	-0.437	-0.443	1.47	-5.11	-3.85
1045	-0.793	-0.449	-0.446	3.71	-3.71	-2.73
1064	-0.792	-0.448	-0.44	5.11	-4.55	-2.03
1088	-0.788	-0.45	-0.447	5.67	-4.27	-1.75
1108	-0.785	-0.454	-0.432	5.46	-3.99	-1.54
1128	-0.78	-0.447	-0.438	5.88	-3.64	-2.66
1148	-0.78	-0.458	-0.427	7.21	-2.73	-3.01
1168	-0.785	-0.457	-0.425	6.37	-1.68	-2.94
1192	-0.792	-0.461	-0.422	8.47	-1.47	-2.94
1211	-0.795	-0.447	-0.425	6.72	-1.19	-3.22
1230	-0.804	-0.444	-0.417	4.83	-1.75	-4.69
1255	-0.801	-0.451	-0.42	4.34	-1.89	-4.97
1274	-0.79	-0.454	-0.412	6.58	-1.4	-3.85
1294	-0.789	-0.447	-0.404	7.63	-0.7	-3.01
1314	-0.798	-0.434	-0.41	7.14	-1.26	-2.73
1338	-0.802	-0.427	-0.414	5.6	-2.31	-2.66
1353	-0.795	-0.431	-0.414	4.69	-2.73	-1.82
1378	-0.798	-0.439	-0.41	6.02	-2.45	-0.7
1398	-0.796	-0.434	-0.403	5.39	-2.73	-0.91
1417	-0.801	-0.442	-0.402	5.46	-2.94	0.0
1441	-0.802	-0.445	-0.405	7.98	-2.73	2.38
1461	-0.801	-0.44	-0.401	7.63	-3.15	2.94
1477	-0.806	-0.432	-0.405	5.39	-4.9	2.45
1497	-0.801	-0.44	-0.403	4.13	-6.02	1.89
1517	-0.795	-0.441	-0.402	2.94	-5.88	1.4
1541	-0.792	-0.455	-0.4	3.01	-5.46	0.98
1561	-0.791	-0.452	-0.399	3.85	-4.69	1.05
1579	-0.795	-0.447	-0.402	2.87	-5.04	0.21
1597	-0.796	-0.457	-0.401	1.33	-5.18	-0.14
1621	-0.791	-0.452	-0.402	0.35	-4.76	-1.12
1641	-0.792	-0.454	-0.406	0.28	-3.36	-1.26
1661	-0.799	-0.452	-0.405	0.56	-2.73	-1.26
1679	-0.808	-0.452	-0.397	0.98	-3.15	-0.84
1700	-0.801	-0.444	-0.399	-0.21	-2.87	-1.12
1724	-0.804	-0.452	-0.401	-0.49	-3.08	-1.05
1743	-0.806	-0.457	-0.397	-0.35	-3.64	-1.05
1762	-0.801	-0.452	-0.395	-1.4	-3.57	-1.12
1787	-0.8	-0.457	-0.387	-1.75	-4.06	-1.19
1806	-0.798	-0.457	-0.392	-0.84	-3.92	-1.05
1826	-0.796	-0.45	-0.391	-0.14	-3.57	-0.28
1850	-0.8	-0.449	-0.4	-1.89	-3.92	-1.33
1870	-0.801	-0.452	-0.4	-1.19	-3.85	-1.05
1888	-0.802	-0.451	-0.4	-0.77	-3.78	-0.91
1907	-0.801	-0.449	-0.401	-1.82	-3.64	-1.26
1932	-0.798	-0.461	-0.397	-1.89	-3.57	-1.4
1950	-0.793	-0.454	-0.398	-1.47	-3.15	-1.12
1970	-0.794	-0.453	-0.398	-2.17	-2.8	-1.33
1989	-0.796	-0.456	-0.402	-1.47	-2.45	-1.19
2014	-0.797	-0.451	-0.405	-1.4	-2.52	-1.61
2032	-0.795	-0.447	-0.403	-2.38	-2.87	-1.96
2052	-0.794	-0.457	-0.406	-2.45	-2.31	-1.47
2071	-0.798	-0.467	-0.404	-1.82	-1.68	-1.54
2095	-0.795	-0.456	-0.399	-0.35	-1.19	-1.19
2119	-0.795	-0.441	-0.398	-1.19	-0.98	-1.75
2138	-0.799	-0.454	-0.405	-1.82	-0.98	-2.17
2157	-0.799	-0.468	-0.399	-0.98	-1.54	-2.8
2182	-0.796	-0.465	-0.393	-1.96	-1.96	-2.94
2200	-0.8	-0.458	-0.4	-2.87	-1.82	-2.8
2222	-0.803	-0.46	-0.406	-1.68	-2.66	-2.52
2242	-0.796	-0.489	-0.408	-0.63	-2.38	-3.71
2260	-0.791	-0.489	-0.399	1.82	-1.89	-3.22
2283	-0.802	-0.478	-0.396	2.73	-1.4	-3.22
2302	-0.803	-0.468	-0.396	-0.21	-3.01	-3.99
2324	-0.8	-0.475	-0.392	-1.26	-3.5	-4.41
2345	-0.803	-0.486	-0.394	0.77	-3.43	-4.2
2364	-0.802	-0.481	-0.398	2.03	-2.94	-4.34
2389	-0.804	-0.481	-0.396	2.8	-3.85	-5.11
2409	-0.798	-0.482	-0.39	3.64	-3.64	-4.48
2428	-0.802	-0.47	-0.394	2.52	-3.78	-4.69
2447	-0.807	-0.467	-0.395	1.47	-4.69	-5.11
2472	-0.803	-0.469	-0.394	0.77	-5.53	-6.23
