Millis	AccelX	AccelY	AccelZ	GyroX	GyroY	GyroZ
0	-0.992	-0.057	0.228	-1.19	-2.03	-0.42
20	-0.991	-0.052	0.231	-0.98	-1.89	-0.42
40	-0.991	-0.052	0.233	-1.12	-1.82	-0.42
64	-0.997	-0.054	0.236	-1.05	-1.96	-0.28
84	-0.995	-0.059	0.235	-0.84	-2.03	-0.28
101	-0.996	-0.058	0.232	-0.77	-2.17	-0.28
124	-0.993	-0.057	0.226	-0.35	-1.33	-0.35
144	-0.992	-0.063	0.227	-0.84	-1.19	-0.21
167	-0.988	-0.06	0.22	-0.21	-1.82	-0.07
186	-0.99	-0.046	0.214	1.54	-0.98	0.07
210	-0.991	-0.05	0.224	1.33	-0.56	0.21
229	-0.995	-0.055	0.224	-0.28	-0.14	0.07
246	-1.005	-0.048	0.233	-1.05	-0.21	-0.07
268	-1.001	-0.054	0.23	-0.84	-1.47	-0.21
290	-0.994	-0.055	0.223	-0.21	-1.19	-0.28
309	-0.989	-0.056	0.219	0.0	-1.19	-0.35
333	-0.991	-0.054	0.225	0.21	-1.12	-0.49
353	-0.995	-0.057	0.225	0.63	-1.19	-0.49
372	-0.995	-0.055	0.222	0.7	-0.7	-0.77
391	-0.997	-0.054	0.227	0.56	0.0	-0.98
411	-0.996	-0.05	0.226	1.68	0.35	-1.12
435	-1.002	-0.058	0.233	1.61	-0.77	-0.98
456	-0.991	-0.052	0.214	1.33	-0.77	-1.19
475	-0.988	-0.051	0.222	1.54	-0.07	-1.19
494	-0.991	-0.056	0.226	1.54	0.35	-1.4
518	-0.994	-0.057	0.224	1.82	0.07	-1.61
539	-0.995	-0.053	0.221	2.24	0.49	-1.75
559	-0.998	-0.054	0.218	2.24	0.77	-1.68
579	-0.996	-0.053	0.22	2.24	0.98	-1.54
599	-0.994	-0.053	0.219	2.1	1.33	-1.47
623	-0.994	-0.054	0.221	1.96	1.26	-1.4
642	-0.996	-0.054	0.22	1.96	1.26	-1.33
664	-0.999	-0.058	0.223	2.38	1.12	-1.33
687	-0.992	-0.051	0.22	2.73	1.19	-1.26
706	-0.996	-0.048	0.216	2.38	1.33	-1.26
725	-0.993	-0.049	0.213	1.75	1.4	-1.33
741	-0.994	-0.05	0.212	1.26	1.68	-1.26
766	-0.994	-0.051	0.217	1.89	2.52	-1.05
786	-1.003	-0.061	0.228	1.89	2.03	-0.63
806	-1.001	-0.066	0.214	1.12	0.35	-0.49
830	-0.997	-0.042	0.211	2.59	0.98	-0.56
850	-0.997	-0.034	0.212	2.73	1.68	-0.28
874	-0.996	-0.05	0.211	0.35	2.52	-0.42
894	-0.995	-0.051	0.218	-0.14	2.1	-0.7
912	-1.001	-0.049	0.212	-0.14	1.82	-0.91
935	-1.012	-0.044	0.213	-0.49	1.75	-0.91
958	-1.004	-0.041	0.21	-1.05	1.4	-0.7
978	-1.001	-0.043	0.208	-1.61	0.56	-0.63
1002	-1.003	-0.051	0.209	-1.82	-0.35	-0.56
1021	-1.005	-0.05	0.206	-1.89	-0.49	-0.35
1041	-1.002	-0.053	0.205	-2.38	-0.42	-0.28
1061	-1.003	-0.052	0.198	-2.17	-0.56	-0.42
1081	-1.002	-0.052	0.213	-1.96	-0.91	-0.28
1105	-0.998	-0.051	0.202	-2.17	-1.26	-0.42
1124	-1.004	-0.053	0.206	-2.45	-0.77	-0.63
1144	-1.001	-0.055	0.206	-2.31	-1.05	-0.98
1168	-1.002	-0.054	0.211	-1.47	-1.68	-0.98
1188	-0.999	-0.052	0.211	-0.98	-2.31	-0.91
1208	-0.998	-0.051	0.207	-1.12	-2.24	-1.05
1228	-0.998	-0.058	0.204	-1.12	-2.31	-1.26
1247	-0.998	-0.059	0.205	-0.77	-2.45	-1.47
