Millis,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
9839156,-1.010,0.035,0.181,0.000,-4.410,2.170
9839174,-1.007,0.034,0.180,0.350,-4.410,2.310
9839193,-1.007,0.036,0.184,0.420,-4.340,2.380
9839218,-1.006,0.040,0.187,0.490,-4.200,2.240
9839238,-1.007,0.038,0.182,0.140,-3.780,2.240
9839258,-1.006,0.036,0.186,0.070,-3.850,2.170
9839278,-1.011,0.036,0.185,0.280,-3.780,2.310
9839302,-1.008,0.042,0.186,-0.140,-3.500,2.310
9839318,-1.014,0.035,0.185,-0.210,-4.060,2.170
9839342,-1.004,0.039,0.188,0.630,-3.920,1.960
9839361,-1.007,0.038,0.187,0.490,-3.920,1.890
9839380,-1.008,0.038,0.186,0.490,-3.710,1.820
9839398,-1.003,0.043,0.188,0.140,-3.640,1.680
9839422,-1.010,0.041,0.190,0.000,-3.640,1.680
9839442,-1.008,0.040,0.190,0.280,-3.780,1.540
9839462,-1.003,0.043,0.194,0.070,-3.150,1.400
9839481,-1.006,0.041,0.192,-0.280,-3.010,1.470
9839502,-1.004,0.040,0.188,-0.420,-2.590,1.470
9839518,-1.011,0.041,0.191,-0.420,-2.870,1.540
9839539,-1.008,0.037,0.192,-0.280,-2.730,1.470
9839560,-1.005,0.042,0.189,-0.350,-2.730,1.540
9839580,-1.007,0.041,0.188,-0.280,-2.450,1.540
9839604,-1.006,0.041,0.194,-0.350,-2.520,1.540
9839624,-1.004,0.042,0.192,-0.840,-2.380,1.470
9839644,-1.009,0.044,0.193,-0.770,-2.800,1.470
9839664,-1.005,0.042,0.192,-0.630,-2.730,1.260
9839683,-1.007,0.040,0.188,-0.350,-2.520,1.400
9839704,-1.009,0.045,0.195,-0.490,-2.730,1.190
9839723,-1.004,0.041,0.194,-0.210,-2.380,1.050
9839743,-1.004,0.044,0.191,-0.490,-2.100,1.050
9839766,-1.005,0.042,0.194,-0.350,-2.100,0.980
9839787,-1.002,0.042,0.191,-0.630,-1.680,0.840
9839810,-1.006,0.042,0.191,-0.420,-1.680,0.910
9839829,-1.009,0.041,0.186,-0.420,-1.680,0.770
9839850,-1.010,0.043,0.190,-0.210,-1.750,0.630
9839874,-1.007,0.043,0.190,-0.070,-1.960,0.560
9839890,-1.005,0.041,0.190,-17.920,-2.240,0.490
9839914,-1.010,0.038,0.191,-0.280,-2.170,0.490
9839934,-1.004,0.036,0.191,-0.140,-1.960,0.630
9839954,-1.004,0.040,0.190,-0.210,-1.890,0.560
9839974,-1.007,0.039,0.187,-0.280,-2.030,0.280
9839993,-1.009,0.038,0.189,-0.070,-2.100,0.350
9840009,-1.005,0.041,0.188,0.140,-2.030,0.210
9840029,-1.006,0.040,0.188,0.000,-1.890,0.350
9840050,-1.010,0.040,0.188,-0.070,-2.030,0.490
9840069,-1.007,0.038,0.185,0.070,-2.240,0.280
9840093,-1.012,0.035,0.187,0.350,-3.150,0.070
9840113,-1.007,0.033,0.186,0.910,-3.360,0.070
9840133,-1.010,0.035,0.189,0.770,-3.430,0.140
9840153,-1.008,0.035,0.189,0.420,-3.360,0.210
9840177,-1.006,0.036,0.191,0.490,-3.290,0.210
9840197,-1.009,0.038,0.191,1.120,-3.290,0.070
9840216,-1.003,0.040,0.195,0.560,-2.870,0.070
9840235,-1.005,0.038,0.198,-0.070,-2.730,0.140
9840259,-1.007,0.037,0.195,-0.280,-2.380,0.070
9840278,-1.004,0.034,0.195,-0.140,-2.240,0.140
9840299,-1.002,0.034,0.191,-0.350,-1.890,0.140
9840314,-1.009,0.032,0.191,-0.350,-1.820,0.210
9840335,-1.005,0.029,0.191,0.070,-1.540,0.000
9840354,-1.009,0.034,0.191,0.280,-1.470,0.070
9840378,-1.004,0.034,0.190,-0.140,-1.400,0.140
9840398,-1.006,0.036,0.192,-0.560,-1.400,0.210
9840421,-1.010,0.026,0.188,-0.420,-1.330,0.350
9840442,-1.007,0.030,0.188,-0.210,-1.260,0.350
9840460,-1.008,0.032,0.188,-0.630,-1.540,0.490
9840478,-1.007,0.029,0.191,-0.490,-1.540,0.560
