Millis,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ
7934855,-1.007,0.001,0.158,5.460,-1.540,-2.590
7934875,-1.005,0.009,0.166,5.250,-0.350,-2.870
7934895,-1.008,0.002,0.167,5.740,-0.700,-2.660
7934919,-1.014,-0.001,0.166,6.090,-1.120,-2.520
7934939,-1.011,0.010,0.170,6.020,-1.120,-2.240
7934959,-1.006,0.015,0.164,5.880,-0.840,-1.890
7934980,-1.003,0.014,0.169,5.390,-0.630,-1.750
7935004,-0.998,0.002,0.170,4.410,-0.980,-1.680
7935024,-1.001,-0.006,0.172,4.130,-1.540,-1.820
7935044,-1.003,0.001,0.167,3.990,-1.400,-1.820
7935062,-1.003,0.004,0.165,3.570,-1.050,-1.890
7935081,-1.008,0.002,0.165,2.800,-1.120,-1.750
7935106,-1.012,0.004,0.167,2.030,-1.260,-1.540
7935125,-1.009,0.007,0.165,1.750,-0.350,-1.190
7935150,-1.010,0.011,0.167,-0.070,-0.980,-0.770
7935170,-1.019,0.003,0.162,-0.420,-3.850,-1.050
7935189,-0.983,0.014,0.198,1.330,-1.190,-0.630
7935210,-1.001,0.000,0.140,-0.700,-3.710,-0.210
7935233,-0.996,0.001,0.174,-2.310,-0.420,-0.490
7935253,-1.005,0.004,0.176,-2.520,0.000,-0.770
7935272,-1.019,0.012,0.187,-2.520,-0.840,-0.420
7935297,-1.021,0.006,0.176,-2.100,-2.800,0.000
7935317,-1.000,0.002,0.171,-1.890,-2.450,0.140
7935334,-0.999,0.000,0.174,-2.170,-1.680,-0.140
7935358,-1.001,0.000,0.173,-2.380,-2.170,-0.350
7935378,-0.998,0.008,0.164,-2.100,-1.540,-0.560
7935398,-1.004,0.001,0.175,-3.220,-1.680,-0.280
7935418,-1.003,0.002,0.163,-3.220,-1.610,-0.420
7935442,-1.007,0.003,0.170,-3.360,-0.910,-0.490
7935461,-1.003,0.005,0.167,-3.500,-0.560,-0.490
7935481,-1.005,0.006,0.175,-3.430,0.000,-0.420
7935502,-1.006,0.002,0.180,-3.430,-0.350,-0.420
7935522,-1.003,-0.004,0.174,-3.500,-0.280,-0.560
7935542,-1.000,0.001,0.168,-3.360,0.140,-0.630
7935566,-0.998,0.004,0.165,-3.570,0.210,-1.050
7935585,-0.988,0.000,0.160,-3.990,1.260,-1.260
7935607,-0.998,0.002,0.169,-4.060,2.380,-1.400
7935627,-1.013,-0.001,0.171,-3.850,1.540,-1.610
7935651,-1.008,-0.004,0.154,-3.290,0.350,-1.890
7935671,-0.986,-0.006,0.147,-3.430,3.080,-1.960
7935691,-0.994,-0.004,0.166,-1.890,5.530,-2.240
7935709,-1.016,-0.001,0.166,-3.360,5.180,-1.680
7935732,-1.018,-0.006,0.165,-0.210,2.450,-1.820
7935753,-1.047,0.005,0.179,-1.400,0.490,-1.050
7935773,-1.021,-0.006,0.136,-2.870,1.400,-0.630
7935796,-1.022,-0.007,0.154,-3.710,2.590,-1.120
7935817,-1.020,-0.012,0.162,-3.290,2.800,-1.470
7935837,-1.017,-0.010,0.150,-2.940,1.750,-0.980
7935852,-1.006,-0.007,0.137,-3.430,2.590,-0.630
7935874,-0.995,-0.014,0.146,-3.360,2.660,-0.840
