Millis	AccelX	AccelY	AccelZ	GyroX	GyroY	GyroZ
0	-0.948	0.318	-0.112	6.65	-3.5	-1.75
18	-0.95	0.324	-0.113	6.79	-3.29	-1.33
40	-0.952	0.325	-0.111	6.72	-3.57	-0.7
55	-0.948	0.323	-0.107	6.93	-3.5	-0.21
75	-0.951	0.32	-0.102	7.35	-3.5	0.49
95	-0.948	0.324	-0.097	7.14	-3.64	0.84
120	-0.942	0.322	-0.096	6.58	-3.57	0.49
139	-0.941	0.322	-0.095	6.16	-3.36	-0.07
159	-0.946	0.33	-0.091	5.46	-2.66	-0.98
183	-0.95	0.333	-0.09	2.87	-2.38	-2.38
203	-0.943	0.339	-0.09	0.7	-1.54	-3.01
221	-0.946	0.341	-0.088	-0.56	-1.05	-3.5
243	-0.943	0.335	-0.085	-1.75	-0.84	-2.94
263	-0.949	0.346	-0.088	-2.94	-0.84	-2.59
283	-0.948	0.348	-0.095	-5.88	-0.91	-2.38
307	-0.945	0.329	-0.1	-8.4	-1.4	-1.54
327	-0.945	0.316	-0.106	-7.91	-1.12	-0.63
346	-0.946	0.306	-0.108	-7.14	-0.91	-0.14
367	-0.948	0.307	-0.112	-6.86	-0.91	0.21
387	-0.952	0.301	-0.115	-6.37	-1.05	0.49
411	-0.947	0.295	-0.114	-5.6	-1.26	0.91
431	-0.951	0.295	-0.118	-4.62	-1.4	0.84
451	-0.948	0.292	-0.116	-4.2	-1.12	0.42
475	-0.948	0.287	-0.118	-3.57	-0.98	0.07
495	-0.956	0.3	-0.12	-4.27	-1.19	-0.42
515	-0.954	0.29	-0.12	-3.15	-0.49	-0.91
535	-0.956	0.289	-0.117	-2.1	-0.84	-0.77
553	-0.959	0.294	-0.119	-2.31	-0.98	-0.56
577	-0.959	0.293	-0.12	-1.96	-0.91	-0.63
595	-0.961	0.287	-0.12	-1.47	-0.91	-0.49
616	-0.961	0.291	-0.123	-1.26	-1.68	-0.49
634	-0.956	0.278	-0.119	0.0	-1.75	-0.56
653	-0.96	0.272	-0.119	1.96	-2.31	0.21
678	-0.961	0.281	-0.113	5.18	-2.87	0.7
697	-0.957	0.296	-0.109	5.88	-3.29	0.63
717	-0.956	0.304	-0.111	4.69	-3.22	0.0
741	-0.955	0.307	-0.113	3.15	-2.66	-0.91
765	-0.953	0.306	-0.117	2.1	-2.03	-1.47
785	-0.95	0.309	-0.119	1.33	-1.68	-1.68
805	-0.95	0.307	-0.118	0.77	-1.47	-1.68
825	-0.949	0.302	-0.12	0.84	-1.33	-1.54
846	-0.952	0.3	-0.119	0.91	-1.68	-1.33
864	-0.953	0.294	-0.117	1.61	-2.24	-0.98
889	-0.947	0.293	-0.111	2.94	-2.66	-0.49
909	-0.958	0.31	-0.104	3.5	-3.08	-0.21
929	-0.958	0.316	-0.103	2.8	-3.71	0.35
953	-0.963	0.321	-0.103	1.26	-5.04	1.89
971	-0.964	0.311	-0.104	1.4	-6.02	3.43
993	-0.952	0.305	-0.113	1.4	-6.72	4.76
1017	-0.949	0.295	-0.119	1.4	-6.44	5.39
1037	-0.945	0.289	-0.125	1.89	-5.11	4.55
1056	-0.946	0.286	-0.127	2.38	-4.06	3.08
1075	-0.95	0.286	-0.122	2.8	-2.73	1.12
1095	-0.95	0.294	-0.118	3.01	-1.82	-0.98
1118	-0.95	0.306	-0.11	2.8	-1.12	-2.52
1137	-0.948	0.307	-0.106	2.45	-0.91	-3.29
1162	-0.947	0.315	-0.107	2.31	-0.56	-3.64
1181	-0.949	0.324	-0.102	1.33	-0.42	-3.71
1201	-0.95	0.33	-0.103	-0.14	-0.42	-3.92
1222	-0.951	0.331	-0.105	-1.96	-0.21	-3.78
1239	-0.954	0.324	-0.106	-3.43	-0.14	-3.29
1262	-0.959	0.315	-0.109	-4.62	-0.42	-2.31
1280	-0.955	0.307	-0.109	-5.67	-0.56	-2.1
1303	-0.957	0.298	-0.111	-5.95	-0.49	-2.03
1324	-0.954	0.29	-0.113	-5.81	-0.63	-2.59
1343	-0.954	0.283	-0.115	-5.74	-0.7	-2.94
1367	-0.949	0.269	-0.119	-4.41	-1.19	-3.08
1386	-0.951	0.27	-0.12	-2.1	-0.7	-3.22
1410	-0.938	0.267	-0.121	-0.28	-0.56	-3.99
1430	-0.953	0.283	-0.117	1.47	0.07	-4.97
1449	-0.939	0.277	-0.114	-1.96	0.0	-6.86
1469	-0.946	0.274	-0.114	-1.96	1.05	-8.82
1491	-0.947	0.272	-0.117	-2.73	1.4	-10.57
1515	-0.951	0.273	-0.108	-3.85	1.61	-12.6
1534	-0.948	0.271	-0.1	-5.25	2.17	-14.56
1554	-0.954	0.271	-0.1	-7.0	2.38	-16.59
1578	-0.974	0.265	-0.081	-8.05	0.56	-17.5
1596	-0.977	0.251	-0.049	-6.72	-1.26	-17.01
1617	-0.996	0.258	-0.04	-0.7	-0.77	-16.87
1638	-1.01	0.362	0.091	-2.38	6.16	-21.7
1658	-1.032	0.469	0.375	-30.24	7.42	-25.9
1678	-1.261	0.479	0.615	-54.32	5.88	-27.51
1697	-1.453	0.431	0.646	-51.94	-11.41	-22.82
1717	-1.516	0.443	0.691	-30.66	-36.26	-11.83
1740	-1.463	0.574	0.713	-15.05	-57.47	7.21
1761	-1.551	0.79	0.692	-25.2	-88.9	26.67
1780	-1.731	0.795	0.557	-36.61	-138.18	44.1
1799	-1.646	0.8	0.488	-53.06	-164.15	58.24
1820	-1.697	0.768	0.416	-61.53	-184.66	70.21
1843	-1.74	0.666	0.326	-55.58	-208.04	85.82
1867	-1.679	0.685	0.268	-43.12	-217.0	105.28
1890	-1.715	0.696	0.244	-40.32	-222.39	115.08
1911	-1.67	0.715	0.237	-51.1	-225.4	120.47
1930	-1.585	0.724	0.218	-64.68	-222.25	118.65
1950	-1.505	0.717	0.269	-83.72	-219.73	111.58
1974	-1.444	0.672	0.268	-101.57	-216.51	97.72
1992	-1.357	0.599	0.311	-106.82	-213.99	87.36
2016	-1.319	0.499	0.369	-105.14	-221.06	79.31
2036	-1.207	0.385	0.369	-80.22	-225.61	80.01
2055	-1.05	0.359	0.358	-56.14	-223.51	81.41
2079	-0.963	0.363	0.331	-35.14	-231.35	88.69
2099	-0.752	0.418	0.373	-29.96	-225.75	93.66
2118	-0.645	0.401	0.481	-31.43	-211.47	92.82
2142	-0.573	0.392	0.465	-38.08	-204.12	89.88
2162	-0.458	0.377	0.478	-49.21	-208.25	92.82
2182	-0.311	0.318	0.488	-51.31	-197.54	92.12
2201	-0.238	0.289	0.537	-53.06	-197.61	85.61
2222	-0.004	0.227	0.501	-65.59	-199.57	97.02
2245	-0.078	0.189	0.497	-50.61	-185.5	82.39
2264	0.049	0.144	0.471	-41.58	-178.01	77.0
2283	0.122	0.055	0.388	-30.45	-185.5	85.61
2306	0.272	0.169	0.454	-20.3	-159.81	69.79
2330	0.307	0.092	0.404	-25.83	-165.62	67.2
2348	0.404	0.027	0.348	-30.87	-160.23	73.01
2370	0.581	0.046	0.35	-21.14	-145.04	63.84
2389	0.62	0.072	0.39	-15.96	-127.82	58.03
2409	0.61	0.068	0.43	-15.82	-114.24	49.84
