Millis	AccelX	AccelY	AccelZ	GyroX	GyroY	GyroZ
0	-0.995	0.189	-0.063	21.21	-8.05	3.57
25	-0.989	0.227	-0.075	23.31	-8.12	3.64
44	-0.979	0.264	-0.067	19.11	-7.56	3.29
65	-0.978	0.259	-0.067	14.91	-6.79	2.38
88	-0.996	0.219	-0.056	10.43	-6.37	2.45
106	-1.003	0.197	-0.043	15.05	-7.21	3.5
125	-0.999	0.225	-0.078	17.15	-8.96	4.62
150	-0.99	0.256	-0.052	13.23	-9.87	4.76
170	-0.976	0.282	-0.079	6.79	-9.03	4.9
189	-0.979	0.253	-0.073	0.28	-6.44	2.59
209	-1.005	0.191	-0.055	-0.91	-7.77	1.75
233	-0.987	0.21	-0.057	4.27	-7.07	1.4
249	-0.977	0.236	-0.023	7.7	-7.14	1.19
272	-0.987	0.214	-0.03	6.72	-6.44	1.05
293	-0.985	0.275	-0.05	1.54	-4.55	2.31
312	-0.971	0.281	-0.073	-4.55	-2.73	0.14
332	-0.983	0.272	-0.051	-10.08	-3.5	-1.68
353	-0.973	0.236	-0.044	-13.3	-1.26	-2.87
374	-0.991	0.159	-0.023	-10.85	-0.42	-2.45
392	-0.983	0.235	-0.012	-7.21	0.21	0.7
413	-0.986	0.306	-0.084	-21.07	-0.49	1.26
434	-0.98	0.324	-0.089	-53.2	0.98	-1.05
453	-1.001	0.241	-0.023	-39.69	-0.14	-2.87
472	-0.976	0.184	-0.04	-32.97	0.7	-2.03
496	-0.988	0.244	-0.03	-32.9	4.41	-2.66
515	-0.992	0.259	-0.039	-38.85	3.22	-3.92
534	-0.983	0.267	-0.058	-44.03	2.17	-5.39
554	-0.979	0.27	-0.053	-48.86	2.38	-6.09
578	-0.946	0.293	-0.04	-44.17	10.5	-5.6
597	-1.007	0.134	-0.025	-53.55	10.5	-8.96
614	-1.035	0.09	-0.032	-40.18	7.84	-8.61
636	-1.014	0.181	-0.057	-20.44	3.29	-5.53
658	-0.996	0.26	-0.058	-29.19	1.47	-6.09
676	-1.012	0.219	-0.05	-36.82	-1.4	-5.25
695	-0.976	0.189	-0.019	-27.37	1.89	-2.1
715	-1.002	0.131	-0.027	-27.51	1.47	-0.63
740	-1.017	0.163	-0.036	-19.32	-0.56	-0.98
758	-0.989	0.227	-0.04	-15.05	-1.82	-0.07
779	-0.996	0.253	-0.038	-22.68	-2.87	-0.35
803	-1.007	0.25	-0.036	-32.2	-3.36	-2.24
823	-1.01	0.244	-0.031	-38.36	-5.88	-1.89
841	-1.006	0.166	-0.042	-35.28	-8.26	-2.24
864	-0.993	0.157	-0.016	-25.13	-9.59	-1.75
881	-0.98	0.176	-0.01	-17.57	-7.14	-2.8
900	-1.006	0.186	-0.023	-13.65	-6.44	-3.64
920	-0.996	0.245	-0.019	-14.07	-6.3	-5.04
945	-0.981	0.277	0.011	-18.48	-4.9	-7.77
964	-0.975	0.234	0.013	-19.11	-0.98	-10.01
981	-0.994	0.182	0.003	-17.08	-0.14	-9.45
1005	-1.008	0.161	-0.016	-8.89	-1.54	-9.17
1025	-1.008	0.15	-0.005	-2.87	-2.24	-9.17
1045	-0.995	0.158	-0.0	2.8	-2.45	-7.98
1064	-0.993	0.158	-0.006	1.75	-1.12	-7.0
1083	-1.003	0.154	0.012	0.0	-0.91	-5.04
1108	-1.001	0.165	-0.004	1.61	-0.21	-4.76
1131	-1.001	0.155	0.002	2.94	-0.21	-5.04
1152	-0.999	0.161	0.0	8.05	0.42	-4.69
1172	-0.998	0.184	-0.007	8.82	1.26	-6.09
1190	-0.996	0.178	-0.008	9.17	2.03	-7.07
1211	-1.0	0.167	-0.002	10.99	2.45	-7.35
1235	-0.998	0.174	-0.016	11.06	4.27	-7.56
1253	-1.007	0.18	-0.02	8.05	4.06	-7.28
1273	-1.008	0.164	-0.021	5.53	3.36	-7.21
1297	-0.996	0.173	-0.026	3.22	2.38	-6.23
1317	-0.996	0.165	-0.025	-1.19	3.29	-5.81
1335	-1.017	0.143	-0.024	-0.77	2.1	-4.83
1357	-1.004	0.119	-0.032	-1.75	2.24	-3.92
1377	-1.004	0.111	-0.04	1.05	1.96	-2.87
1395	-1.009	0.126	-0.026	3.08	0.84	-1.61
1414	-1.006	0.139	-0.045	5.18	0.7	-1.05
1434	-1.009	0.145	-0.054	4.83	0.07	-0.49
1459	-1.011	0.132	-0.043	5.11	-2.31	0.28
1475	-1.006	0.117	-0.041	6.65	-3.22	1.05
1499	-1.012	0.14	-0.037	7.91	-3.15	1.12
1519	-1.014	0.143	-0.036	7.63	-4.06	0.84
1537	-1.013	0.128	-0.036	7.84	-4.69	1.12
1556	-1.002	0.162	-0.029	9.38	-3.99	0.56
1576	-1.006	0.176	-0.041	5.53	-4.34	-0.42
1600	-1.022	0.155	-0.036	1.4	-5.32	-1.68
1620	-1.013	0.142	-0.033	0.84	-6.58	-1.68
1639	-1.022	0.123	-0.037	2.31	-7.14	-0.98
1659	-1.012	0.12	-0.043	4.55	-9.52	0.49
1683	-0.998	0.144	-0.045	4.62	-10.08	0.63
1703	-1.007	0.13	-0.045	4.83	-11.97	1.47
1721	-1.019	0.102	-0.034	7.21	-13.86	1.61
1745	-1.008	0.102	-0.024	13.93	-15.19	1.82
1765	-0.994	0.132	-0.006	17.43	-15.12	1.05
1784	-1.0	0.138	-0.015	16.38	-14.42	-0.28
1804	-1.013	0.141	-0.02	16.03	-16.8	0.14
1828	-1.018	0.125	-0.011	13.79	-17.78	-1.05
1846	-1.019	0.127	0.005	18.69	-20.3	-1.26
1870	-1.008	0.127	0.006	19.32	-20.93	-2.94
1890	-0.978	0.128	0.014	15.82	-19.46	-3.92
1909	-0.977	0.121	0.036	14.7	-17.43	-7.7
1930	-1.042	0.106	0.047	19.81	-15.82	-10.64
