Millis	AccelX	AccelY	AccelZ	GyroX	GyroY	GyroZ
0	-1.006	-0.089	0.021	0.84	-3.01	-3.22
20	-1.005	-0.088	0.02	1.19	-2.94	-3.15
39	-1.005	-0.08	0.023	-0.63	-3.29	-3.08
64	-1.004	-0.099	0.027	0.28	-3.22	-3.08
84	-1.001	-0.094	0.024	1.05	-3.29	-2.94
102	-1.001	-0.087	0.028	0.98	-3.29	-2.87
125	-1.01	-0.088	0.025	-0.84	-3.29	-3.01
149	-1.005	-0.102	0.028	0.35	-3.29	-2.52
169	-1.0	-0.097	0.025	0.7	-2.8	-2.17
187	-1.006	-0.081	0.027	0.35	-2.87	-2.45
207	-0.999	-0.085	0.022	-0.49	-2.73	-2.52
227	-1.004	-0.102	0.02	0.77	-3.08	-2.31
249	-1.002	-0.096	0.026	0.21	-3.29	-2.24
269	-1.001	-0.096	0.032	0.49	-3.22	-2.03
293	-0.997	-0.087	0.032	-0.14	-2.66	-2.1
313	-1.001	-0.1	0.026	0.56	-2.59	-1.82
331	-0.999	-0.093	0.02	0.7	-2.73	-1.68
349	-1.001	-0.092	0.023	0.91	-3.57	-2.03
368	-1.003	-0.084	0.026	-0.28	-3.85	-2.17
393	-0.997	-0.104	0.028	1.12	-3.78	-1.96
413	-1.004	-0.092	0.027	0.56	-3.78	-1.75
431	-1.003	-0.096	0.031	0.49	-3.71	-1.68
451	-1.001	-0.088	0.028	0.07	-3.57	-1.61
471	-1.003	-0.1	0.033	0.35	-3.64	-1.61
490	-1.0	-0.092	0.031	1.12	-3.36	-1.33
515	-1.003	-0.084	0.027	0.35	-3.5	-1.89
535	-0.999	-0.102	0.03	1.4	-3.57	-1.96
554	-1.001	-0.089	0.032	1.05	-3.43	-1.75
573	-1.004	-0.081	0.027	0.0	-3.99	-1.96
593	-1.001	-0.1	0.028	-0.07	-3.92	-2.03
617	-1.0	-0.096	0.03	1.33	-4.13	-1.89
636	-1.006	-0.093	0.032	0.28	-4.13	-1.75
660	-1.0	-0.094	0.029	0.91	-3.99	-1.82
681	-1.002	-0.095	0.034	-0.14	-4.06	-1.89
701	-0.996	-0.103	0.038	0.77	-3.43	-1.61
724	-1.005	-0.094	0.037	0.42	-3.43	-1.75
748	-1.002	-0.092	0.033	0.98	-3.43	-1.68
768	-1.004	-0.088	0.031	0.42	-3.78	-1.89
788	-0.998	-0.098	0.035	0.7	-3.57	-1.89
808	-0.999	-0.094	0.031	1.54	-3.57	-1.47
828	-0.998	-0.097	0.039	0.98	-3.57	-1.4
852	-1.006	-0.089	0.032	-0.07	-3.64	-1.54
872	-1.005	-0.093	0.035	-0.35	-3.92	-1.47
890	-0.999	-0.094	0.039	-0.07	-3.71	-1.26
914	-1.003	-0.098	0.038	-0.7	-3.71	-1.12
934	-1.0	-0.096	0.039	-0.56	-3.5	-1.33
953	-1.0	-0.099	0.041	0.07	-3.08	-1.26
974	-0.999	-0.097	0.037	0.49	-2.59	-1.05
992	-1.001	-0.091	0.042	0.91	-2.52	-0.98
1011	-0.998	-0.088	0.03	0.28	-2.03	-1.33
1036	-1.004	-0.09	0.031	0.42	-3.22	-1.26
1056	-1.002	-0.089	0.043	0.35	-3.5	-1.26
1076	-0.999	-0.103	0.04	0.56	-2.8	-0.77
1096	-1.004	-0.09	0.041	0.84	-2.8	-0.91
1115	-1.002	-0.084	0.039	0.28	-3.01	-1.05
1135	-1.007	-0.092	0.04	-0.14	-3.5	-1.4
1154	-1.0	-0.104	0.04	1.33	-2.94	-0.91
1179	-0.999	-0.083	0.043	0.42	-2.73	-0.77
1199	-1.001	-0.091	0.046	0.49	-2.45	-0.98
1217	-0.999	-0.091	0.036	0.98	-2.1	-1.12
1239	-1.001	-0.095	0.041	1.68	-2.38	-0.98
1259	-0.999	-0.091	0.042	1.12	-2.1	-0.77
1280	-1.005	-0.078	0.035	-0.14	-1.96	-1.26
1303	-0.999	-0.098	0.04	1.12	-1.96	-1.19
1327	-0.998	-0.087	0.042	1.12	-1.68	-0.98
1346	-0.999	-0.097	0.04	0.42	-1.26	-0.77
1367	-0.994	-0.089	0.042	1.33	-0.63	-0.56
1387	-1.008	-0.084	0.033	0.56	-0.91	-1.19
1407	-1.0	-0.095	0.033	1.61	-1.05	-0.91
1425	-1.0	-0.093	0.032	1.33	-0.98	-0.77
1444	-1.0	-0.086	0.035	1.05	-1.4	-0.63
1464	-0.995	-0.083	0.031	0.49	-0.84	-0.91
1488	-1.003	-0.1	0.035	1.61	-0.98	-0.98
1512	-1.005	-0.084	0.03	1.82	-1.4	-0.84
1532	-1.009	-0.086	0.034	0.7	-1.82	-0.91
1550	-1.004	-0.08	0.03	0.49	-2.17	-0.98
1572	-1.008	-0.089	0.019	0.56	-2.59	-1.12
1592	-1.001	-0.092	0.03	1.4	-3.22	-0.98
1612	-1.0	-0.084	0.037	0.84	-2.8	-0.77
1632	-1.003	-0.082	0.03	0.49	-2.38	-0.91
1650	-1.004	-0.09	0.027	1.26	-2.59	-0.98
1671	-1.003	-0.077	0.026	1.05	-2.8	-1.05
1691	-1.012	-0.09	0.027	-0.28	-3.92	-1.33
1711	-1.005	-0.09	0.022	1.05	-3.99	-1.05
1730	-1.012	-0.086	0.027	1.12	-5.46	-0.91
1753	-1.003	-0.078	0.029	0.0	-6.16	-0.91
1775	-1.003	-0.084	0.031	-0.49	-6.44	-0.7
1795	-1.005	-0.08	0.041	-1.05	-6.58	-0.98
1814	-0.999	-0.071	0.042	-0.56	-5.95	-1.4
1839	-1.006	-0.091	0.027	1.12	-6.51	-1.96
1859	-1.0	-0.082	0.04	1.47	-7.35	-1.68
1878	-0.993	-0.082	0.051	-0.28	-6.72	-1.68
1899	-1.0	-0.088	0.05	1.26	-5.53	-2.17
1919	-1.003	-0.086	0.049	2.38	-4.48	-2.31
1939	-0.993	-0.086	0.054	2.24	-3.43	-2.1
1957	-1.006	-0.075	0.046	1.47	-3.57	-1.82
1980	-1.003	-0.075	0.044	0.21	-4.06	-2.31
2001	-1.001	-0.095	0.043	1.47	-3.64	-2.52
2021	-1.004	-0.09	0.046	2.94	-3.57	-2.45
2041	-0.998	-0.083	0.054	2.03	-3.15	-2.24
2056	-0.997	-0.085	0.05	1.26	-2.52	-2.03
2077	-1.003	-0.073	0.046	0.35	-2.45	-2.24
2100	-1.001	-0.084	0.055	0.14	-2.52	-2.59
2121	-1.0	-0.103	0.031	1.82	-2.38	-2.03
2141	-1.001	-0.085	0.045	2.1	-2.66	-1.47
2161	-0.998	-0.085	0.056	0.07	-2.8	-0.98
