Millis	AccelX	AccelY	AccelZ	GyroX	GyroY	GyroZ
0	-0.995	-0.259	0.054	9.24	-9.52	-10.71
18	-0.987	-0.26	0.061	9.24	-9.8	-9.87
38	-0.976	-0.248	0.061	7.91	-9.59	-9.45
62	-0.971	-0.254	0.061	5.67	-9.31	-7.49
82	-0.971	-0.263	0.06	4.34	-8.4	-5.04
101	-0.966	-0.264	0.062	3.15	-7.07	-2.94
120	-0.962	-0.264	0.059	2.17	-5.25	-1.4
145	-0.973	-0.269	0.061	1.61	-3.15	-0.14
165	-0.975	-0.272	0.059	0.7	-2.38	0.21
185	-0.981	-0.275	0.058	-1.05	-1.19	-0.07
205	-0.988	-0.28	0.07	-2.38	-0.77	-0.63
225	-0.984	-0.286	0.069	-2.59	-1.05	-1.47
242	-0.985	-0.289	0.068	-2.52	-1.19	-1.89
266	-0.979	-0.286	0.073	-2.59	-1.54	-2.03
285	-0.977	-0.289	0.077	-2.87	-1.54	-2.24
306	-0.978	-0.296	0.076	-2.45	-1.61	-2.1
326	-0.978	-0.301	0.071	-0.63	-1.54	-1.54
345	-0.981	-0.301	0.07	1.54	-1.75	-1.33
366	-0.986	-0.292	0.072	3.15	-1.96	-1.4
386	-0.979	-0.287	0.068	3.22	-1.96	-1.47
404	-0.976	-0.282	0.069	3.01	-1.68	-1.75
428	-0.978	-0.279	0.067	2.17	-1.47	-1.61
448	-0.983	-0.281	0.065	1.33	-1.61	-1.68
463	-0.983	-0.28	0.065	0.56	-1.61	-1.68
487	-0.977	-0.288	0.061	-0.63	-1.05	-1.61
511	-0.981	-0.286	0.068	-0.56	-0.56	-1.54
531	-0.985	-0.286	0.067	-0.21	-0.63	-1.4
551	-0.981	-0.284	0.067	-1.26	-0.98	-1.68
567	-0.984	-0.292	0.069	-1.19	-0.63	-1.75
591	-0.987	-0.291	0.074	0.42	-0.49	-1.05
615	-0.983	-0.284	0.071	1.05	-1.12	-1.19
633	-0.984	-0.278	0.068	0.07	-1.68	-1.19
657	-0.983	-0.285	0.074	-0.77	-1.89	-0.56
677	-0.983	-0.293	0.068	0.0	-1.75	0.0
696	-0.987	-0.293	0.065	0.42	-1.96	0.07
716	-0.986	-0.293	0.065	0.7	-2.24	-0.21
740	-0.981	-0.29	0.065	1.12	-2.45	-0.84
760	-0.983	-0.29	0.063	0.77	-2.24	-1.33
780	-0.983	-0.29	0.066	1.05	-2.03	-0.98
800	-0.982	-0.289	0.066	1.47	-1.82	-0.77
820	-0.983	-0.285	0.065	1.26	-1.96	-0.7
840	-0.981	-0.282	0.063	0.77	-2.1	-0.49
858	-0.979	-0.284	0.066	0.63	-2.1	-0.42
882	-0.976	-0.288	0.064	1.05	-2.03	0.0
906	-0.978	-0.285	0.064	0.7	-1.82	0.21
926	-0.98	-0.286	0.063	0.21	-1.82	0.0
946	-0.979	-0.29	0.061	-0.28	-1.54	-0.56
966	-0.984	-0.289	0.065	-0.49	-1.26	-0.84
982	-0.982	-0.292	0.065	-0.35	-1.12	-0.63
1006	-0.991	-0.288	0.064	-0.28	-0.98	-0.77
1024	-0.987	-0.277	0.067	-1.4	-1.89	-1.26
1044	-0.982	-0.282	0.074	-2.59	-2.31	-1.82
1068	-0.981	-0.285	0.072	-1.89	-2.73	-1.19
1088	-0.976	-0.29	0.075	-1.75	-2.59	-0.91
1103	-0.975	-0.301	0.076	-0.56	-2.38	-0.35
1128	-0.981	-0.307	0.077	2.52	-2.31	0.56
1152	-0.979	-0.296	0.071	4.27	-2.73	0.49
1171	-0.984	-0.304	0.061	4.97	-1.96	-0.14
1192	-0.986	-0.291	0.064	5.39	-1.33	-0.84
1209	-0.98	-0.267	0.068	4.13	-1.47	-1.82
1231	-0.978	-0.262	0.073	0.84	-2.45	-2.1
1255	-0.974	-0.273	0.076	-0.42	-2.8	-0.14
1273	-0.973	-0.282	0.081	-0.49	-2.8	0.84
1294	-0.978	-0.291	0.077	-0.14	-2.66	1.05
1314	-0.986	-0.296	0.062	0.98	-2.24	1.82
1338	-0.985	-0.285	0.06	0.91	-1.96	1.68
1353	-0.986	-0.281	0.06	0.63	-1.61	0.98
1373	-0.996	-0.281	0.06	0.56	-1.82	0.7
1397	-0.998	-0.287	0.067	1.61	-2.8	0.7
1418	-0.988	-0.277	0.067	1.96	-3.5	0.91
1437	-0.976	-0.264	0.076	0.35	-3.85	1.19
1457	-0.976	-0.276	0.071	0.63	-3.64	2.66
1477	-0.978	-0.277	0.061	2.24	-3.15	4.69
1500	-0.979	-0.265	0.052	1.47	-1.82	5.67
1519	-0.967	-0.258	0.053	-0.28	-0.49	5.74
1538	-0.976	-0.258	0.056	-1.33	0.56	5.95
1563	-0.978	-0.254	0.072	-1.47	1.26	6.3
1583	-0.998	-0.264	0.078	1.05	1.05	8.19
1603	-1.001	-0.239	0.076	0.49	-0.84	11.41
1623	-1.038	-0.079	0.176	-10.99	-10.43	16.87
