Millis	AccelX	AccelY	AccelZ	GyroX	GyroY	GyroZ
0	-1.039	-0.185	0.017	-13.02	3.99	0.84
24	-1.027	-0.186	0.028	-7.98	3.64	1.19
44	-1.006	-0.184	0.031	-3.85	2.1	1.4
64	-0.985	-0.176	0.036	-1.47	1.05	1.61
84	-0.971	-0.16	0.035	-2.8	-0.63	0.84
108	-0.951	-0.158	0.037	-6.72	-0.63	0.42
127	-0.962	-0.166	0.03	-8.54	0.07	1.75
146	-0.986	-0.17	0.02	-11.69	0.35	3.64
167	-1.01	-0.188	0.014	-12.39	0.28	6.58
191	-1.022	-0.194	0.006	-12.53	0.77	9.52
211	-1.04	-0.21	-0.003	-10.85	1.12	11.27
230	-1.062	-0.214	-0.002	-6.93	1.05	11.2
253	-1.066	-0.217	0.006	-4.06	-1.19	8.96
275	-1.048	-0.217	0.006	-1.33	-3.36	4.34
293	-1.041	-0.207	-0.003	-0.56	-3.92	0.0
313	-1.058	-0.199	-0.003	-0.21	-5.39	-3.36
337	-1.06	-0.19	-0.003	-2.73	-7.77	-7.84
357	-1.043	-0.2	0.001	-3.43	-8.96	-9.45
375	-1.043	-0.213	-0.012	-1.82	-11.2	-10.43
395	-1.019	-0.206	-0.014	0.28	-13.93	-11.27
419	-0.988	-0.206	-0.003	2.31	-14.77	-12.74
439	-0.979	-0.207	0.005	3.36	-14.28	-13.86
462	-0.985	-0.203	0.009	5.39	-13.51	-14.35
483	-0.994	-0.205	-0.003	9.17	-13.79	-13.72
501	-0.99	-0.197	-0.001	11.41	-13.3	-12.67
520	-1.002	-0.177	0.002	11.9	-13.3	-12.25
545	-0.991	-0.166	-0.0	8.96	-12.81	-13.51
565	-0.984	-0.178	0.003	8.26	-10.99	-13.93
585	-0.991	-0.188	-0.003	9.8	-10.71	-13.79
604	-0.988	-0.185	-0.004	11.69	-9.52	-12.81
622	-0.989	-0.173	-0.007	12.53	-8.47	-10.92
645	-0.995	-0.161	-0.006	10.78	-6.3	-9.31
666	-1.01	-0.162	-0.007	8.82	-4.83	-7.91
690	-1.004	-0.169	-0.002	7.98	-2.87	-5.74
710	-1.002	-0.18	0.002	8.61	-1.89	-3.99
730	-0.998	-0.173	-0.007	9.8	-0.28	-3.43
748	-0.994	-0.171	-0.001	10.71	-0.28	-3.36
772	-0.988	-0.171	0.004	10.78	1.33	-2.8
792	-0.989	-0.166	0.012	10.71	2.45	-1.47
812	-0.988	-0.175	0.021	11.97	3.15	1.19
830	-0.991	-0.16	0.017	10.85	2.8	2.87
850	-0.987	-0.156	0.015	7.42	3.08	3.15
870	-0.991	-0.163	0.021	4.13	3.5	3.78
891	-1.004	-0.174	0.018	1.61	4.2	3.99
916	-1.008	-0.192	0.02	2.87	3.5	5.46
935	-0.998	-0.203	0.027	5.11	3.15	6.58
955	-1.009	-0.195	0.027	6.65	3.71	6.58
975	-1.012	-0.19	0.027	6.72	3.5	5.88
999	-1.012	-0.191	0.033	5.95	2.94	5.46
1019	-1.011	-0.194	0.036	5.39	2.66	5.11
1038	-1.016	-0.203	0.04	6.09	2.38	5.32
1058	-1.026	-0.204	0.041	7.56	1.33	5.88
1082	-1.026	-0.197	0.041	7.0	-0.42	4.48
1101	-1.023	-0.192	0.041	5.18	-1.33	3.15
