Millis	AccelX	AccelY	AccelZ	GyroX	GyroY	GyroZ
0	-1.021	-0.022	-0.032	35.35	13.23	-3.78
20	-1.02	-0.016	-0.04	35.49	11.76	-5.95
40	-1.001	-0.007	-0.035	36.33	10.85	-8.33
57	-0.999	0.013	-0.03	35.7	10.99	-9.8
80	-1.015	0.026	-0.028	33.39	10.29	-11.06
97	-1.023	0.024	-0.032	31.85	8.82	-11.41
116	-1.018	0.028	-0.038	31.22	7.56	-11.55
137	-1.005	0.044	-0.041	27.72	10.01	-11.41
161	-1.049	0.041	-0.043	28.84	5.18	-11.34
181	-1.036	0.029	-0.053	28.7	3.71	-9.38
197	-1.022	0.034	-0.051	28.98	3.29	-7.28
216	-1.019	0.035	-0.047	27.72	3.29	-5.6
241	-1.028	0.03	-0.059	24.99	2.17	-4.69
260	-1.015	0.019	-0.066	23.94	1.47	-4.62
280	-0.997	0.024	-0.057	21.77	2.17	-4.9
300	-0.996	0.028	-0.056	17.78	3.29	-5.67
324	-1.011	0.03	-0.054	13.72	2.87	-6.86
344	-1.002	0.027	-0.057	10.01	1.47	-7.28
364	-0.995	0.033	-0.048	7.0	0.98	-7.35
383	-0.994	0.036	-0.05	3.57	1.4	-7.14
402	-1.007	0.038	-0.047	0.0	0.35	-6.86
422	-0.998	0.026	-0.049	-2.03	-0.21	-6.23
446	-1.015	0.017	-0.047	-2.31	-0.77	-5.67
461	-1.026	0.024	-0.047	-2.59	-1.82	-5.39
481	-1.013	0.026	-0.055	-4.34	-3.57	-4.34
503	-1.005	0.023	-0.057	-6.93	-4.06	-2.66
527	-1.0	0.018	-0.053	-10.01	-4.27	-1.89
542	-1.0	0.014	-0.06	-11.76	-3.85	-2.17
562	-1.009	0.011	-0.065	-14.56	-4.2	-2.73
587	-0.875	0.009	-0.071	-17.78	-5.88	-2.03
607	-0.991	-0.0	-0.076	-20.44	-6.44	-0.91
626	-1.002	-0.008	-0.074	-20.37	-6.51	0.07
650	-1.021	-0.03	-0.087	-17.78	-6.79	1.26
670	-1.031	-0.038	-0.084	-14.14	-7.98	2.59
688	-1.025	-0.03	-0.084	-10.64	-8.96	3.99
708	-1.009	-0.039	-0.087	-9.8	-9.38	5.67
727	-1.026	-0.042	-0.087	-9.66	-9.87	6.51
751	-1.017	-0.063	-0.094	-7.42	-11.27	6.44
774	-1.004	-0.067	-0.085	-5.18	-11.13	4.83
794	-1.028	-0.067	-0.091	-6.37	-10.29	2.24
814	-1.035	-0.081	-0.103	-6.02	-10.57	-1.26
835	-1.001	-0.062	-0.09	-6.86	-9.87	-3.92
857	-0.985	-0.041	-0.078	-13.72	-8.05	-6.86
878	-0.996	-0.024	-0.067	-23.1	-6.93	-9.94
902	-0.976	-0.039	-0.058	-29.05	-7.49	-12.46
922	-0.975	-0.039	-0.049	-30.45	-6.65	-13.65
941	-1.012	-0.033	-0.042	-30.31	-7.84	-14.07
962	-1.048	-0.034	-0.046	-29.05	-9.59	-13.44
986	-1.059	-0.031	-0.037	-26.32	-11.69	-10.22
1009	-1.043	-0.037	-0.037	-23.66	-12.11	-4.69
1028	-1.013	-0.032	-0.03	-21.63	-10.99	17.71
1046	-1.002	-0.018	-0.018	-22.4	-10.43	3.64
1069	-0.997	-0.014	-0.008	-27.44	-10.99	7.07
1089	-0.996	-0.034	-0.008	-31.29	-12.88	8.96
1110	-0.985	-0.063	0.003	-30.8	-13.86	9.73
1129	-0.983	-0.06	0.018	-27.93	-11.55	9.59
1149	-1.009	-0.079	0.015	-25.34	-12.88	8.68
1169	-0.998	-0.081	0.021	-22.89	-14.7	8.89
1193	-1.002	-0.074	0.037	-20.93	-15.96	8.96
1210	-0.992	-0.065	0.046	-23.24	-16.59	8.75
1232	-0.996	-0.084	0.046	-23.45	-19.32	8.96
1253	-0.989	-0.112	0.039	-14.63	-21.14	8.68
1277	-0.992	-0.099	0.05	-3.64	-22.12	8.75
1296	-0.984	-0.096	0.052	4.48	-22.33	9.31
1315	-0.996	-0.09	0.033	13.09	-21.84	9.73
1335	-0.984	-0.08	0.02	20.02	-23.17	10.22
1358	-0.996	-0.047	0.032	23.8	-24.08	10.08
1378	-0.992	-0.052	0.029	22.68	-24.64	9.59
1402	-0.977	-0.056	0.03	24.15	-21.35	8.68
1422	-0.965	-0.044	0.03	24.15	-17.85	7.07
1442	-0.997	-0.037	0.016	21.07	-16.38	4.9
1461	-0.977	-0.04	0.02	17.71	-14.42	3.57
1485	-0.952	-0.051	0.026	16.45	-10.29	0.98
1504	-0.948	-0.04	0.024	14.84	-6.3	-1.12
1525	-0.964	-0.018	0.033	11.76	-3.57	-3.64
1545	-0.975	-0.033	0.078	5.04	-3.29	-5.18
1570	-0.946	-0.047	0.077	2.03	4.76	-6.58
1588	-0.922	-0.024	0.082	0.14	10.64	-9.73
1604	-0.929	-0.025	0.122	-13.72	7.14	-12.25
1628	-0.874	-0.059	0.151	-20.79	6.02	-14.84
1649	-0.862	-0.077	0.141	-11.69	10.43	-17.22
1669	-0.862	-0.019	0.141	-1.68	11.83	-18.55
1688	-0.875	-0.006	0.166	-1.26	10.43	-23.1
1708	-0.849	-0.022	0.13	-3.22	11.55	-24.01
1724	-0.825	-0.038	0.089	1.61	13.51	-21.77
1749	-0.825	-0.02	0.106	7.07	12.11	-22.75
1769	-0.82	-0.012	0.098	7.0	9.17	-21.77
1789	-0.792	-0.035	0.03	13.16	10.71	-21.28
1806	-0.797	-0.041	0.011	18.41	10.99	-21.35
1830	-0.779	-0.07	0.027	22.89	12.46	-18.76
1845	-0.758	-0.044	0.027	28.42	14.7	-16.59
1870	-0.691	-0.071	-0.033	29.96	16.87	-13.86
1886	-0.649	-0.045	-0.047	34.72	20.02	-14.77
1905	-0.661	-0.02	-0.021	29.54	19.04	-17.64
1930	-0.653	0.006	0.023	15.68	19.46	-22.54
1950	-0.642	0.038	0.01	-5.18	22.26	-24.71
1970	-0.659	0.049	-0.024	-34.09	25.06	-26.74
1988	-0.73	0.042	-0.014	-39.76	24.22	-27.58
2012	-0.779	0.071	0.002	-64.82	15.54	-25.62
2032	-0.723	-0.027	-0.055	-71.82	11.13	-22.47
2052	-0.738	-0.05	-0.042	-71.12	8.12	-22.47
2070	-0.916	-0.092	-0.068	-68.74	3.64	-23.87
2092	-1.006	-0.209	-0.144	-56.21	0.21	-19.04
2112	-1.059	-0.202	-0.221	-8.12	-13.72	-23.24
2132	-0.868	-0.067	-0.248	-0.42	7.28	-18.69
2152	-1.103	-0.047	-0.229	-10.99	-9.8	-18.41
2172	-1.072	-0.203	-0.257	-13.37	-14.49	-9.03
2187	-1.033	-0.22	-0.268	0.98	-7.91	-0.91
2208	-1.038	-0.045	-0.238	13.23	-0.77	7.42
2231	-1.03	0.053	-0.17	-22.68	-7.42	17.57
2252	-0.999	-0.056	-0.244	-57.89	-7.07	21.35
2272	-1.191	-0.293	-0.285	-65.24	6.09	20.58
2291	-1.306	-0.273	-0.256	-53.41	-14.0	18.48
2308	-1.24	-0.238	-0.197	-51.38	-2.17	19.74
2332	-1.226	-0.278	-0.181	-37.1	-11.2	20.93
2348	-1.199	-0.273	-0.163	-14.49	-14.0	26.04
2368	-1.161	-0.19	-0.085	13.79	-4.06	29.54
2392	-1.246	-0.052	-0.056	7.28	0.49	33.39
2411	-1.272	-0.152	-0.145	-6.44	-5.67	34.23
2432	-1.271	-0.124	-0.116	-21.07	-3.57	28.14
2447	-1.304	-0.062	-0.06	-52.29	0.63	22.82
2472	-1.427	-0.16	-0.115	-91.77	-6.86	15.26
2492	-1.39	-0.495	-0.19	-78.33	-3.15	7.0
2511	-1.517	-0.42	-0.19	-40.25	5.6	0.63
2529	-1.606	-0.347	-0.057	-30.66	10.85	0.42
2549	-1.582	-0.49	-0.05	-4.55	8.89	3.92
2573	-1.561	-0.48	-0.064	52.99	20.79	4.69
2592	-1.6	-0.369	-0.092	79.38	21.98	1.12
2610	-1.611	-0.262	-0.129	83.72	16.1	-6.86
2629	-1.563	-0.233	-0.134	77.56	1.82	-14.42
2651	-1.484	-0.185	-0.097	82.46	2.87	-15.89
2669	-1.475	-0.22	-0.123	83.3	0.91	-15.61
2694	-1.439	-0.124	-0.079	82.46	2.24	-12.67
2714	-1.421	0.009	0.018	53.83	12.11	-13.44
2734	-1.397	0.053	0.053	-5.95	8.05	-7.49
2752	-1.354	-0.151	-0.025	-38.22	-0.21	-4.06
2770	-1.328	-0.191	-0.061	-62.65	-8.4	-0.84
2790	-1.237	-0.093	-0.01	-78.05	-9.52	1.96
2814	-1.172	-0.053	-0.039	-85.12	-0.77	4.9
2834	-1.259	-0.072	-0.136	-98.0	-21.98	6.58
2854	-1.151	-0.123	-0.196	-96.32	-30.94	9.24
2874	-1.045	0.011	-0.098	-75.6	-29.61	17.15
2894	-0.966	0.023	-0.102	-75.95	-23.38	21.7
2918	-1.074	-0.024	-0.245	-69.72	-47.32	23.66
2935	-0.967	-0.017	-0.178	-59.85	-55.37	24.36
2956	-0.799	-0.036	-0.075	-40.25	-57.89	26.46
2977	-0.796	-0.001	-0.098	-20.79	-46.06	27.51
2997	-0.9	0.0	-0.179	-12.6	-59.15	25.97
3021	-0.676	0.039	-0.074	3.08	-54.25	27.86
